id	type	heading	synonyms
CHEMBL2367134	Organism	Sogatella furcifera	
CHEMBL2367135	Organism	Rhodococcus rhodochrous	
CHEMBL2367136	Organism	Xanthogaleruca luteola	
CHEMBL2367137	Organism	Carnation Italian ringspot virus	
CHEMBL2367138	Organism	Lepinotus reticulatus	
CHEMBL2367139	Organism	Amblyseius andersoni	
CHEMBL2367140	Organism	Streptomyces albus	
CHEMBL2367141	Organism	Colletotrichum lindemuthianum	
CHEMBL2367142	Organism	Fuchsia	
CHEMBL2367143	Organism	Anthrenocerus australis	
CHEMBL2367144	Organism	Sclerotium cepivorum	
CHEMBL2367145	Organism	Pseudococcus affinis	
CHEMBL2367146	Organism	Citrus x paradisi	
CHEMBL2367147	Organism	Pseudomonas stutzeri	
CHEMBL2367148	Organism	Cyperus microiria	
CHEMBL2367149	Organism	Popillia japonica	
CHEMBL2367150	Organism	Cacopsylla melanoneura	
CHEMBL2367151	Organism	Mamestra brassicae	
CHEMBL2367152	Organism	Acutodesmus obliquus	
CHEMBL2367153	Organism	Synechococcus	
CHEMBL2367154	Organism	[Brevibacterium] frigoritolerans	
CHEMBL2367155	Organism	Valsa ceratosperma	
CHEMBL2367156	Organism	Rosellinia necatrix	
CHEMBL2367157	Organism	Misumenops	
CHEMBL2367158	Organism	Anas platyrhynchos	
CHEMBL2367159	Organism	Phytoseiulus persimilis	
CHEMBL2367160	Organism	Podosphaera pannosa	
CHEMBL2367161	Organism	Podosphaera leucotricha	
CHEMBL2367162	Organism	Botryosphaeria berengeriana f.sp. pyricola	
CHEMBL2367163	Organism	Phytolacca acinosa	
CHEMBL2367164	Organism	Phytophthora nicotianae	
CHEMBL2367165	Organism	Harmonia axyridis	
CHEMBL2367166	Organism	Agrotis ipsilon	
CHEMBL2367167	Organism	Amphimallon majalis	
CHEMBL2367168	Organism	Leuciscus idus	
CHEMBL2367169	Organism	Mycosphaerella nawae	
CHEMBL2367170	Organism	Bacillus cereus ATCC 10876	
CHEMBL2367171	Organism	Aspergillus sydowii	
CHEMBL2367172	Organism	Pyrrhocoris apterus	
CHEMBL2367173	Organism	Tetranychus cinnabarinus	
CHEMBL2367174	Organism	Blumeria graminis f. sp. hordei	
CHEMBL2367175	Organism	Echinochloa colona	
CHEMBL2367176	Organism	Festuca arundinacea	
CHEMBL2367177	Organism	Nephotettix cincticeps	
CHEMBL2367178	Organism	Bacillus subtilis subsp. spizizenii ATCC 6633	
CHEMBL2367179	Organism	Aspergillus clavatus	
CHEMBL2367180	Organism	Conyza canadensis	
CHEMBL2367181	Organism	Mucor fuscus	
CHEMBL2367182	Organism	Asteraceae	
CHEMBL2367183	Organism	Amaranthus tricolor	
CHEMBL2367184	Organism	Urochloa decumbens	
CHEMBL2367185	Organism	Phleum pratense	
CHEMBL2367186	Organism	Fusarium oxysporum f. sp. cucumerinum	
CHEMBL2367187	Organism	Alternaria brassicicola	
CHEMBL2367188	Organism	Eutypa lata	
CHEMBL2367189	Organism	Togninia minima	
CHEMBL2367190	Organism	Xanthomonas vesicatoria	
CHEMBL2367191	Organism	Encarsia inaron	
CHEMBL2367192	Organism	Cyperus difformis	
CHEMBL2367193	Organism	Senna tora	
CHEMBL2367194	Organism	Solanum nigrum	
CHEMBL2367195	Organism	Sinapis arvensis	
CHEMBL2367196	Organism	Pseudomonas fluorescens A506	
CHEMBL2367197	Organism	Bacopa monnieri	
CHEMBL2367198	Organism	Silene noctiflora	
CHEMBL2367199	Organism	Scenedesmus acutus	
CHEMBL2367200	Organism	Myosotis arvensis	
CHEMBL2367201	Organism	Bassia scoparia	
CHEMBL2367202	Organism	Daphnia magna	
CHEMBL2367203	Organism	Ammannia multiflora	
CHEMBL2367204	Organism	Lindernia procumbens	
CHEMBL2367205	Organism	Cercospora kikuchii	
CHEMBL2367206	Organism	Pythium ultimum var. sporangiiferum	
CHEMBL2367207	Organism	Echinochloa crus-galli var. crus-galli	
CHEMBL2367208	Organism	Chenopodium ficifolium	
CHEMBL2367209	Organism	Persicaria maculosa	
CHEMBL2367210	Organism	Attelabidae	
CHEMBL2367211	Organism	Amaranthus viridis	
CHEMBL2367212	Organism	Papaver rhoeas	
CHEMBL2367213	Organism	Galium aparine	
CHEMBL2367214	Organism	Epilachna	
CHEMBL2367215	Organism	Orobanche cernua var. cumana	
CHEMBL2367216	Organism	Ceutorhynchus obstrictus	
CHEMBL2367217	Organism	Zeuzera pyrina	
CHEMBL2367218	Organism	Fusarium lateritium	
CHEMBL2367219	Organism	Poria	
CHEMBL2367220	Organism	Papio ursinus	
CHEMBL2367221	Organism	Secale cereale	
CHEMBL2367223	Organism	Ochrobactrum	
CHEMBL2367225	Organism	Scopulariopsis	
CHEMBL2367226	Organism	Metaphire posthuma	
CHEMBL2367227	Organism	Mayaro virus	
CHEMBL2367228	Organism	Setaria cervi	
CHEMBL2367229	Organism	Colletotrichum	
CHEMBL2367230	Organism	Hanseniaspora osmophila	
CHEMBL2367231	Organism	Saccharomyces cerevisiae FL100 ATCC 28383	
CHEMBL2367232	Organism	Lemna aequinoctialis	
CHEMBL2367233	Organism	Cucumis melo	
CHEMBL2367234	Organism	Pseudococcus viburni	
CHEMBL2367235	Organism	Persea americana	
CHEMBL2367236	Organism	Orius insidiosus	
CHEMBL2367237	Organism	Bromus diandrus var. rigidus	
CHEMBL2367238	Organism	Vigna mungo	
CHEMBL2367239	Organism	Bacillus licheniformis DSM 13=ATCC 14580	
CHEMBL2367240	Organism	Dendroctonus ponderosae	
CHEMBL2367241	Organism	Bipolaris setariae	
CHEMBL2367242	Organism	Neofusicoccum ribis	
CHEMBL2367243	Organism	Anastrepha suspensa	
CHEMBL2367244	Organism	Tuta absoluta	
CHEMBL2367245	Organism	Ditylenchus dipsaci	
CHEMBL2367246	Organism	Bifora radians	
CHEMBL2367247	Organism	Phaseolus lunatus	
CHEMBL2367248	Organism	Coleoptera	
CHEMBL2367249	Organism	Xanthomonas oryzae pv. oryzae	
CHEMBL2367250	Organism	Pardosa pseudoannulata	
CHEMBL2367251	Organism	Aphidoletes aphidimyza	
CHEMBL2367252	Organism	Orius strigicollis	
CHEMBL2367253	Organism	Phomopsis	
CHEMBL2367254	Organism	Botryosphaeria	
CHEMBL2367255	Organism	Galium spurium	
CHEMBL2367256	Organism	Phytophthora megasperma	
CHEMBL2367257	Organism	Physalis alkekengi	
CHEMBL2367258	Organism	Veronica polita	
CHEMBL2367259	Organism	Tripleurospermum maritimum subsp. inodorum	
CHEMBL2367260	Organism	Phyllotreta striolata	
CHEMBL2367261	Organism	Homona magnanima	
CHEMBL2367262	Organism	Zasmidium citri	
CHEMBL2367263	Organism	Pseudomonas syringae pv. glycinea	
CHEMBL2367264	Organism	Diaphania hyalinata	
CHEMBL2367265	Organism	Spilarctia obliqua	
CHEMBL2367266	Organism	Gaillardia aristata	
CHEMBL2367267	Organism	Salmonella enterica subsp. enterica serovar Paratyphi B	
CHEMBL2367268	Organism	Villosiclava virens	
CHEMBL2367269	Organism	Amaranthus palmeri	
CHEMBL2367270	Organism	Feline infectious peritonitis virus	
CHEMBL2367271	Organism	Issatchenkia hanoiensis	
CHEMBL2367272	Organism	Sonchus oleraceus	
CHEMBL2367273	Organism	Solenopsis saevissima	
CHEMBL2367274	Organism	Lolium multiflorum	
CHEMBL2367275	Organism	Fusarium oxysporum f. sp. cyclaminis	
CHEMBL2367276	Organism	Aphis medicaginis	
CHEMBL2367277	Organism	Phomopsis obscurans	
CHEMBL2367278	Organism	Amaranthus spinosus	
CHEMBL2367279	Organism	Miridae	
CHEMBL2367280	Organism	Tribolium confusum	
CHEMBL2367281	Organism	Pythium	
CHEMBL2367282	Organism	Lolium rigidum	
CHEMBL2367283	Organism	Sinapis alba	
CHEMBL2367284	Organism	Plantago lanceolata	
CHEMBL2367285	Organism	Alternaria kikuchiana	
CHEMBL2367286	Organism	Carnation vein mottle virus	
CHEMBL2367287	Organism	Rottboellia cochinchinensis	
CHEMBL2367288	Organism	Melilotus albus	
CHEMBL2367289	Organism	Carnation etched ring virus	
CHEMBL2367290	Organism	Gossypium barbadense	
CHEMBL2367291	Organism	Phaeomoniella chlamydospora	
CHEMBL2367292	Organism	Pomacea canaliculata	
CHEMBL2367293	Organism	Ostrinia furnacalis	
CHEMBL2367294	Organism	Callosobruchus maculatus	
CHEMBL2367295	Organism	Botrytis	
CHEMBL2367296	Organism	Pieris rapae	
CHEMBL2367297	Organism	Colletotrichum gossypii	
CHEMBL2367298	Organism	Bromus sterilis	
CHEMBL2367299	Organism	Glomerella tucumanensis	
CHEMBL2367300	Organism	Phyllosticta	
CHEMBL2367301	Organism	Echinochloa esculenta	
CHEMBL2367302	Organism	Rhynchophorus ferrugineus	
CHEMBL2367303	Organism	Panicum dichotomiflorum	
CHEMBL2367304	Organism	Stagonosporopsis cucurbitacearum	
CHEMBL2367305	Organism	Pheretima sieboldi	
CHEMBL2367306	Organism	Claviceps purpurea	
CHEMBL2367307	Organism	Ammi majus	
CHEMBL2367308	Organism	Pseudomonas syringae pv. tabaci	
CHEMBL2367309	Organism	Frankliniella intonsa	
CHEMBL2367310	Organism	Thrips palmi	
CHEMBL2367311	Organism	Trichogramma nubilale	
CHEMBL2367312	Organism	Thrips obscuratus	
CHEMBL2367313	Organism	Alternaria longipes	
CHEMBL2367314	Organism	Echinochloa crus-galli var. formosensis	
CHEMBL2367315	Organism	Schizaphis graminum	
CHEMBL2367316	Organism	Xanthomonas campestris pv. oryzae	
CHEMBL2367317	Organism	Cryptococcus neoformans var. neoformans	
CHEMBL2367318	Organism	Earias vitella	
CHEMBL2367319	Organism	Pantoea dispersa	
CHEMBL2367320	Organism	Magnaporthe poae	
CHEMBL2367321	Organism	Acheta domesticus	
CHEMBL2367322	Organism	Neoseiulus fallacis	
CHEMBL2367323	Organism	Aegilops cylindrica	
CHEMBL2367324	Organism	Caelifera	
CHEMBL2367325	Organism	Reticulitermes flavipes	
CHEMBL2367326	Organism	Bemisia	
CHEMBL2367327	Organism	Citrus limon	
CHEMBL2367328	Organism	Citrus sinensis	
CHEMBL2367329	Organism	Ludwigia prostrata	
CHEMBL2367331	Organism	Heterorhabditis bacteriophora	
CHEMBL2367332	Organism	Rhizopus stolonifer	
CHEMBL2367333	Organism	Galinsoga quadriradiata	
CHEMBL2367334	Organism	Podosphaera aphanis	
CHEMBL2367335	Organism	Trichophyton verrucosum	
CHEMBL2367336	Organism	Parthenium hysterophorus	
CHEMBL2367337	Organism	Adoxophyes orana	
CHEMBL2367338	Organism	Dinebra chinensis	
CHEMBL2367339	Organism	Radopholus similis	
CHEMBL2367340	Organism	Diatraea saccharalis	
CHEMBL2367341	Organism	Beauveria bassiana	
CHEMBL2367342	Organism	Dictyoptera	
CHEMBL2367343	Organism	Persicaria nodosa	
CHEMBL2367344	Organism	Kummerowia striata	
CHEMBL2367345	Organism	Phytophthora nicotianae var. parasitica	
CHEMBL2367346	Organism	Helianthus	
CHEMBL2367347	Organism	Phytophthora palmivora	
CHEMBL2367348	Organism	Coturnix japonica	
CHEMBL2367349	Organism	Maladera castanea	
CHEMBL2367350	Organism	Agrotis segetum	
CHEMBL2367351	Organism	Pseudomonas viridiflava	
CHEMBL2367352	Organism	Arthrobacter sp.	
CHEMBL2367353	Organism	Pyrenochaeta lycopersici	
CHEMBL3140321	Organism	Acinetobacter pittii	
CHEMBL3140322	Organism	Cunninghamella bertholletiae	
CHEMBL3140323	Organism	Burkholderia pseudomallei	
CHEMBL3301401	Organism	Plasmodium gallinaceum	
CHEMBL3301402	Organism	Streptococcus intermedius	
CHEMBL3301403	Organism	Macacine herpesvirus 1	
CHEMBL3301404	Organism	Streptococcus suis	
CHEMBL3301405	Organism	Campylobacter coli	
CHEMBL3301406	Organism	Ajellomyces dermatitidis	
CHEMBL3301407	Organism	Mycoplasma bovis	
CHEMBL3301408	Organism	Coxiella burnetii	
CHEMBL3301409	Organism	Mycobacterium leprae	
CHEMBL3301410	Organism	Aspergillus tubingensis	
CHEMBL3301411	Organism	Fonsecaea monophora	
CHEMBL3301412	Organism	Burkholderia cenocepacia	
CHEMBL3301413	Organism	Naegleria fowleri	
CHEMBL346	Organism	Arthroderma benhamiae	
CHEMBL347	Organism	Streptococcus pneumoniae	
CHEMBL348	Organism	Pseudomonas aeruginosa	
CHEMBL349	Organism	Enterobacter cloacae	
CHEMBL350	Organism	Klebsiella pneumoniae	
CHEMBL351	Organism	Salmonella typhimurium	
CHEMBL352	Organism	Staphylococcus aureus	
CHEMBL353	Organism	Staphylococcus epidermidis	
CHEMBL354	Organism	Escherichia coli	
CHEMBL355	Organism	Haemophilus influenzae	
CHEMBL356	Organism	Streptococcus pyogenes	
CHEMBL357	Organism	Enterococcus faecium	
CHEMBL358	Organism	Aspergillus niger	
CHEMBL359	Organism	Bacillus subtilis	
CHEMBL360	Organism	Mycobacterium tuberculosis	
CHEMBL361	Organism	Saccharomyces cerevisiae	
CHEMBL362	Organism	Enterococcus faecalis	
CHEMBL363	Organism	Aspergillus fumigatus	
CHEMBL364	Organism	Plasmodium falciparum	
CHEMBL365	Organism	Filobasidiella neoformans	
CHEMBL366	Organism	Candida albicans	
CHEMBL367	Organism	Leishmania donovani	
CHEMBL368	Organism	Trypanosoma cruzi	
CHEMBL369	Organism	Cavia porcellus	
CHEMBL370	Organism	Human herpesvirus 2	
CHEMBL371	Organism	Human herpesvirus 5	
CHEMBL372	Organism	Homo sapiens	
CHEMBL373	Organism	Canis familiaris	
CHEMBL374	Organism	Oryctolagus cuniculus	
CHEMBL375	Organism	Mus musculus	
CHEMBL376	Organism	Rattus norvegicus	
CHEMBL377	Organism	Human herpesvirus 1	
CHEMBL378	Organism	Human immunodeficiency virus 1	
CHEMBL379	Organism	Hepatitis C virus	
CHEMBL380	Organism	Human immunodeficiency virus 2	
CHEMBL4296393	Organism	Murine norovirus	
CHEMBL4296394	Organism	Tulane virus	
CHEMBL4296549	Organism	Alistipes	
CHEMBL4296550	Organism	Anabaena cylindrica	
CHEMBL4296551	Organism	Anopheles gambiae	
CHEMBL4296552	Organism	Arcobacter butzleri	
CHEMBL4296553	Organism	Arcobacter cryaerophilus	
CHEMBL4296554	Organism	Aspergillus brasiliensis	
CHEMBL4296555	Organism	Azotobacter chroococcum	
CHEMBL4296556	Organism	Betaproteobacteria	
CHEMBL4296557	Organism	Brucella neotomae	
CHEMBL4296558	Organism	Burkholderia multivorans	
CHEMBL4296559	Organism	Carnobacterium funditum	
CHEMBL4296560	Organism	Carnobacterium maltaromaticum	
CHEMBL4296561	Organism	Carnobacterium mobile	
CHEMBL4296562	Organism	Cercospora sojina	
CHEMBL4296563	Organism	Chikungunya virus	
CHEMBL4296564	Organism	Chlamydomonas reinhardtii	
CHEMBL4296565	Organism	Classical swine fever virus	
CHEMBL4296566	Organism	Colletotrichum asianum	
CHEMBL4296567	Organism	Curvularia brachyspora	
CHEMBL4296568	Organism	Dunaliella salina	
CHEMBL4296569	Organism	Dunaliella tertiolecta	
CHEMBL4296570	Organism	Edwardsiella ictaluri	
CHEMBL4296571	Organism	Flavobacterium columnare	
CHEMBL4296572	Organism	Gammaproteobacteria	
CHEMBL4296573	Organism	Lachnospiraceae	
CHEMBL4296574	Organism	Lactobacillus acidophilus	
CHEMBL4296575	Organism	Lactobacillus delbrueckii	
CHEMBL4296576	Organism	Lactobacillus reuteri	
CHEMBL4296577	Organism	Marburgvirus	
CHEMBL4296578	Organism	Middle East respiratory syndrome-related coronavirus	
CHEMBL4296579	Organism	Mucor plumbeus	
CHEMBL4296580	Organism	Mycobacterium frederiksbergense	
CHEMBL4296581	Organism	Mycobacterium peregrinum	
CHEMBL4296582	Organism	Nocardia carnea	
CHEMBL4296583	Organism	Nocardia cyriacigeorgica	
CHEMBL4296584	Organism	Norovirus	
CHEMBL4296585	Organism	Nostoc commune	
CHEMBL4296586	Organism	Oscillibacter	
CHEMBL4296587	Organism	Paenibacillus polymyxa	
CHEMBL4296588	Organism	Paracoccidioides brasiliensis	
CHEMBL4296589	Organism	Paramphistomum	
CHEMBL4296590	Organism	Penicillium cyclopium	
CHEMBL4296591	Organism	Phytophthora litchii	
CHEMBL4296592	Organism	Prevotella	
CHEMBL4296593	Organism	Proteus hauseri	
CHEMBL4296594	Organism	Pseudoalteromonas lipolytica	
CHEMBL4296595	Organism	Pseudoalteromonas ulvae	
CHEMBL4296596	Organism	Rhodococcus erythropolis	
CHEMBL4296597	Organism	Ruegeria atlantica	
CHEMBL4296598	Organism	Schistosoma haematobium	
CHEMBL4296599	Organism	Selenomonas	
CHEMBL4296600	Organism	Shewanella baltica	
CHEMBL4296601	Organism	Streptomyces tendae	
CHEMBL4296602	Organism	Tannerella forsythia	
CHEMBL4296603	Organism	Tetrahymena	
CHEMBL4296604	Organism	Tick-borne encephalitis virus	
CHEMBL4296605	Organism	Trichormus variabilis	
CHEMBL4296606	Organism	Trichosporon cutaneum	
CHEMBL4296607	Organism	Trypanosoma congolense	
CHEMBL4296608	Organism	Tsukamurella pulmonis	
CHEMBL4296609	Organism	Usutu virus	
CHEMBL4296610	Organism	Xanthomonas citri pv. malvacearum	
CHEMBL4296611	Organism	Yersinia ruckeri	
CHEMBL4296612	Organism	Zika virus	
CHEMBL4296613	Organism	Kregervanrija fluxuum	
CHEMBL4303835	Organism	SARS-CoV-2	
CHEMBL4303836	Organism	SARS-CoV	
CHEMBL4434621	Organism	Ebolavirus	
CHEMBL4434641	Organism	Coronaviridae	
CHEMBL4434642	Organism	Pichinde mammarenavirus	
CHEMBL4513181	Organism	Zaire ebolavirus	
CHEMBL4513182	Organism	Alternaria fragaria	
CHEMBL4513183	Organism	Ambystoma mexicanum	
CHEMBL4513184	Organism	Arthrobacter gandavensis	
CHEMBL4513185	Organism	Burkholderia thailandensis	
CHEMBL4513186	Organism	Candida auris	
CHEMBL4513187	Organism	Capnocytophaga gingivalis	
CHEMBL4513188	Organism	Citrobacter farmeri	
CHEMBL4513189	Organism	Citrobacter rodentium	
CHEMBL4513190	Organism	Coccidioides posadasii	
CHEMBL4513191	Organism	Corynebacterium pseudotuberculosis	
CHEMBL4513192	Organism	Rabies virus	
CHEMBL4513193	Organism	Western equine encephalomyelitis virus	
CHEMBL4513195	Organism	Klebsiella variicola	
CHEMBL4513196	Organism	Norwalk virus	
CHEMBL4513197	Organism	Fonsecaea compacta	
CHEMBL4513198	Organism	Folsomia candida	
CHEMBL4513199	Organism	Feline calicivirus	
CHEMBL4513200	Organism	Digitaria adscendens	
CHEMBL4513201	Organism	Lactobacillus jensenii	
CHEMBL4513203	Organism	Litomosoides sigmodontis	
CHEMBL4513204	Organism	Malayotyphlops ruber	
CHEMBL4513205	Organism	Mucor indicus	
CHEMBL4513206	Organism	Psilocybe cubensis	
CHEMBL4513207	Organism	Orthopoxvirus	
CHEMBL4513208	Organism	Rice stripe virus	
CHEMBL4513209	Organism	Steinernema feltiae	
CHEMBL4513210	Organism	Suillus luteus	
CHEMBL4513211	Organism	Synechocystis sp. PCC 6803	
CHEMBL4513212	Organism	Trichophyton	
CHEMBL4513213	Organism	Microbacterium	
CHEMBL4513214	Organism	Pseudoalteromonas antarctica	
CHEMBL4513215	Organism	Paracoccus sp.	
CHEMBL4523071	Organism	JC polyomavirus	
CHEMBL4523072	Organism	Argentinian mammarenavirus	
CHEMBL4523073	Organism	Plasmodium vinckei	
CHEMBL4523074	Organism	Pichia sporocuriosa	
CHEMBL4523075	Organism	Bifidobacterium bifidum	
CHEMBL4523076	Organism	Vibrio diabolicus	
CHEMBL4523077	Organism	Ceratobasidium cornigerum	
CHEMBL4523078	Organism	Histophilus somni	
CHEMBL4523079	Organism	Arthrobacter crystallopoietes	
CHEMBL4523080	Organism	Enterococcus casseliflavus	
CHEMBL4523081	Organism	Chlamydia pecorum	
CHEMBL4523082	Organism	Blautia coccoides	
CHEMBL4523083	Organism	Bacteroides dorei	
CHEMBL4523084	Organism	Cronobacter sakazakii	
CHEMBL4543332	Organism	Naegleria gruberi	
CHEMBL4630663	Organism	Acinetobacter baylyi	
CHEMBL4630664	Organism	Escovopsis sp.	
CHEMBL4630665	Organism	Bacillus amyloliquefaciens	
CHEMBL4630666	Organism	Enterobacterales	
CHEMBL4630667	Organism	Heterosigma akashiwo	
CHEMBL4630668	Organism	Isochrysis galbana	
CHEMBL4630669	Organism	Leishmania martiniquensis	
CHEMBL4630670	Organism	Shewanella oneidensis	
CHEMBL4630671	Organism	Leishmania orientalis	
CHEMBL4630672	Organism	Lytechinus variegatus	
CHEMBL4630673	Organism	Pseudonocardia	
CHEMBL4630674	Organism	Streptomyces fradiae	
CHEMBL4630675	Organism	Sporosarcina sp. NB90	
CHEMBL4630676	Organism	Wolbachia	
CHEMBL4630677	Organism	Karenia mikimotoi	
CHEMBL4630678	Organism	Tetraselmis helgolandic	
CHEMBL4630679	Organism	Tenacibaculum maritimum	
CHEMBL4630680	Organism	Pestalotiopsis calabae	
CHEMBL4630681	Organism	Paenibacillus larvae	
CHEMBL4630682	Organism	Lysinibacillus	
CHEMBL4630683	Organism	Kocuria	
CHEMBL4630685	Organism	Pseudomonas sp. NB86	
CHEMBL4649981	Organism	Wolbachia pipientis	
CHEMBL4665601	Organism	Mycobacterium intracellulare subsp. chimaera	
CHEMBL4879401	Organism	Trichophyton interdigitale	
CHEMBL4879402	Organism	Infectious hematopoietic necrosis virus	
CHEMBL4879403	Organism	Fig mosaic emaravirus	
CHEMBL4879404	Organism	Micropterus salmoides rhabdovirus	
CHEMBL4879405	Organism	Carp sprivivirus	
CHEMBL4879406	Organism	Enterovirus E	
CHEMBL4888462	Organism	Porcine epidemic diarrhea virus	
CHEMBL4888463	Organism	Primates	
CHEMBL4888465	Organism	Staphylococcus ureilyticus	
CHEMBL4888466	Organism	Hepatitis delta virus	
CHEMBL4888467	Organism	Tritrichomonas foetus	
CHEMBL4888468	Organism	Cladosporium phlei	
CHEMBL4888469	Organism	Corynebacterium ulcerans	
CHEMBL4888470	Organism	Eubacterium sp.	
CHEMBL4888471	Organism	Hantaan orthohantavirus	
CHEMBL4888472	Organism	O'nyong-nyong virus	
CHEMBL4888473	Organism	Powassan virus	
CHEMBL4888474	Organism	Omsk hemorrhagic fever virus	
CHEMBL4888476	Organism	Lactobacillus gasseri	
CHEMBL4888477	Organism	Machupo mammarenavirus	
CHEMBL4888478	Organism	Moraxella	
CHEMBL4888479	Organism	Una virus	
CHEMBL4888480	Organism	Human polyomavirus 1	
CHEMBL4888481	Organism	Valsa ambiens	
CHEMBL4888482	Organism	Veillonella	
CHEMBL4888483	Organism	Plasmodium	
CHEMBL612234	Organism	Prevotella buccae	
CHEMBL612235	Organism	Prevotella disiens	
CHEMBL612236	Organism	Prevotella melaninogenica	
CHEMBL612237	Organism	Human adenovirus type 5	
CHEMBL612238	Organism	Sandfly fever sicilian virus	
CHEMBL612240	Organism	Penicillium funiculosum	
CHEMBL612241	Organism	Leishmania sp.	
CHEMBL612242	Organism	Mycobacterium lufu	
CHEMBL612243	Organism	Staphylococcus sp.	
CHEMBL612244	Organism	Veillonella parvula	
CHEMBL612245	Organism	Sporothrix schenckii	
CHEMBL612276	Organism	Xanthomonas campestris	
CHEMBL612277	Organism	Aspergillus terreus	
CHEMBL612278	Organism	Microsporum	
CHEMBL612283	Organism	Alternaria solani	
CHEMBL612284	Organism	Diabrotica undecimpunctata	
CHEMBL612285	Organism	Caulobacter vibrioides	
CHEMBL612286	Organism	Bordetella bronchiseptica	
CHEMBL612287	Organism	Bacteroides vulgatus	
CHEMBL612288	Organism	Corynebacterium xerosis	
CHEMBL612289	Organism	Actinomyces meyeri	
CHEMBL612290	Organism	Oryza sp.	
CHEMBL612291	Organism	Ancylostoma ceylanicum	
CHEMBL612292	Organism	Enterococcus durans	
CHEMBL612293	Organism	Salmonella paratyphi	
CHEMBL612294	Organism	Plasmodium vinckei vinckei	
CHEMBL612296	Organism	Sternbergia lutea	
CHEMBL612298	Organism	Listonella anguillarum	
CHEMBL612299	Organism	Salmonella enterica subsp. enterica serovar Anatum	
CHEMBL612301	Organism	Cooperia curticei	
CHEMBL612302	Organism	Plumeria rubra	
CHEMBL612304	Organism	Arthroderma gypseum	
CHEMBL612305	Organism	Mucor fragilis	
CHEMBL612306	Organism	Rhizopus oryzae	
CHEMBL612307	Organism	Neonectria radicicola	
CHEMBL612308	Organism	Benjaminiella	
CHEMBL612309	Organism	Pichia jadinii	
CHEMBL612310	Organism	Candida zeylanoides	
CHEMBL612313	Organism	Streptococcus	
CHEMBL612314	Organism	Streptococcus sanguinis	
CHEMBL612315	Organism	Streptococcus thermophilus	
CHEMBL612316	Organism	Streptococcus sobrinus	
CHEMBL612318	Organism	Enterococcus	
CHEMBL612319	Organism	Human papillomavirus	
CHEMBL612320	Organism	Human coxsackievirus B4	
CHEMBL612321	Organism	Prevotella bivia	
CHEMBL612322	Organism	Spodoptera eridania	
CHEMBL612323	Organism	Pythium ultimum	
CHEMBL612325	Organism	Rodentia sp.	
CHEMBL612326	Organism	Penicillium oxalicum	
CHEMBL612327	Organism	Dipetalogaster maximus	
CHEMBL612328	Organism	Plasmodium yoelii yoelii	
CHEMBL612329	Organism	Arthroderma uncinatum	
CHEMBL612331	Organism	Mannheimia haemolytica	
CHEMBL612332	Organism	Streptococcus viridans	
CHEMBL612333	Organism	Cephalosporium	
CHEMBL612334	Organism	Trichophyton quinckeanum	
CHEMBL612335	Organism	Microsporum canis	
CHEMBL612336	Organism	Escherichia coli K12	
CHEMBL612337	Organism	Eggerthella lenta	
CHEMBL612338	Organism	Proteus inconstans	
CHEMBL612340	Organism	Taenia pisiformis	
CHEMBL612341	Organism	Artemia salina	
CHEMBL612342	Organism	Oesophagostomum columbianum	
CHEMBL612343	Organism	Echinochloa crus-galli	
CHEMBL612344	Organism	Papio papio	
CHEMBL612345	Organism	Cryptococcus albidus	
CHEMBL612346	Organism	Tolypocladium inflatum	
CHEMBL612347	Organism	Plasmodium yoelii nigeriensis	
CHEMBL612348	Organism	Trypanosoma brucei rhodesiense	
CHEMBL612349	Organism	Balanus amphitrite	
CHEMBL612351	Organism	Anaerococcus prevotii	
CHEMBL612352	Organism	Neisseria perflava	
CHEMBL612353	Organism	Echovirus	
CHEMBL612354	Organism	Enterococcus avium	
CHEMBL612355	Organism	Pichia ohmeri	
CHEMBL612356	Organism	Blumeria graminis	
CHEMBL612357	Organism	Trichophyton schoenleinii	
CHEMBL612358	Organism	Microsporum audouinii	
CHEMBL612359	Organism	Human immunodeficiency virus 3	
CHEMBL612360	Organism	Mastomys coucha	
CHEMBL612361	Organism	Cricetinae gen. sp.	
CHEMBL612362	Organism	Clavispora lusitaniae	
CHEMBL612363	Organism	Chaetomium globosum	
CHEMBL612365	Organism	Penicillium italicum	
CHEMBL612366	Organism	Stenotrophomonas maltophilia	
CHEMBL612367	Organism	Anethum graveolens	
CHEMBL612368	Organism	Yersinia sp.	
CHEMBL612369	Organism	Absidia corymbifera	
CHEMBL612370	Organism	Anas sp.	
CHEMBL612371	Organism	Human rhinovirus 21	
CHEMBL612372	Organism	Human rhinovirus 50	
CHEMBL612373	Organism	Dictyostelium discoideum	
CHEMBL612374	Organism	Candida tenuis	
CHEMBL612375	Organism	Paecilomyces variotii	
CHEMBL612376	Organism	Eimeria brunetti	
CHEMBL612377	Organism	Eimeria necatrix	
CHEMBL612378	Organism	Tetranychus urticae	
CHEMBL612379	Organism	unidentified	
CHEMBL612380	Organism	Peptostreptococcus micros	
CHEMBL612381	Organism	Lepidium sativum	
CHEMBL612384	Organism	Arthrodermataceae	
CHEMBL612385	Organism	Trichophyton tonsurans	
CHEMBL612386	Organism	Epidermophyton floccosum	
CHEMBL612387	Organism	Cercopithecine herpesvirus 9	
CHEMBL612388	Organism	Stomoxys calcitrans	
